interest,theme,hackathon_use,title,summary,published,updated,formats,resource_count,dataset_url,resource_urls
,,,"Rechnungsabschluss 2014 - Finanzzuweisungen, Zuschüsse oder Beiträge von und an Gebietskörperschaften (Linz)","In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Geldflüsse ohne Leistungsbezug zwischen Bund, Land, EU, anderen Gemeinden und der Stadt Linz. Filter: Nachweis = B, C, E, F, G, H, L, M Hier gibt es eine zusätzliche Tabelle (sh. unten: ZVARAFZ), in der neben der Sortierung auch die Überschriften der Postengruppen (Stelle 1-3 der Post) definiert sind. Es gibt eine weitere Zusatztabelle für die Bezeichnung zum Teilabschnitt/Ansatz (Feld ANS) (sh. unten: ZTABEZ).",2015-08-02T23:04:55.986958Z,2022-06-03T00:00:00Z,TEXT/CSV,3,http://www.data.gv.at/katalog/datasets/495afec9-35c5-4210-a803-f54e86144153,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZVARAFZ_Texte_und_Ueberschriften_zu_PoGru.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZRECHAB_2014.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv
,,,Rechnungsabschluss 2014 - Gebührenpflichtiges Parken (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Darstellung über die Verwendung der Einnahmen aus dem Gebührenpflichtigen Parken.",2015-08-02T23:04:57.012555Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/175326b7-6135-407d-a16a-28185676f64c,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_390_391Gebuehrenpflichtiges_Parken_RA14.csv
,,,Rechnungsabschluss 2014 - Haftungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Von der Stadt Linz übernommene Haftungen für Unternehmen der Stadt Linz und sonstige.",2015-08-02T23:04:57.977368Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/94c1d9b8-4e57-4e51-a22c-3681de46b723,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_382_384Haftungen_RA14.csv
,,,Rechnungsabschluss 2014 - Haushaltsrestübertragungen von 2014 auf 2015 (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Übrig gebliebene Budgetbeträge für mehrjährige Projekte, die vom laufenden Jahr auf das nächste Jahr übertragen werden.",2015-08-02T23:04:58.970429Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/4360f4f5-6a8a-45ed-bbde-d191cab3a783,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_399_404Haushaltsrestuebertragungen_von_2014_auf_2015_RA14.csv
,,,Rechnungsabschluss 2014 - Kassenreste (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Differenz zwischen den gebuchten Beträgen (Rechnungs-Soll) und den tatsächlichen Geldflüssen (Rechnungs-Ist). Filter: KAREST <> 0 (Feld „Kassenrest“ ungleich 0) HH <> 0 („Haushaltskennzeichen“ ungleich 0)",2015-08-02T23:04:59.913414Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/c7a02536-f755-4453-a9d6-55b0af60c2fd,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZRECHAB_2014.csv
,,,Rechnungsabschluss 2014 - Leasingverpflichtungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der durch Leasingfinzierung angeschafften Investitionsgüter.",2015-08-02T23:05:00.897066Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/fca06efd-686e-457b-9b19-c94bc301b175,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_387Leasingverpflichtungen_RA14.csv
,,,Rechnungsabschluss 2014 - Leistungen für Personal und Pensionen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gesamte Personalausgaben untergliedert nach den Posten lt. VRV und Pensionen. Filter: Nachweis = P Post (Feld PO) beginnt mit 5 oder 7 Die Teilsummen werden einerseits über die erste Stelle der Post und andererseits über die ersten drei Stellen der Post gebildet. Die Bezeichnung der jeweiligen Untergruppen (5, 500, …, 7, 760, etc.) wird aus einer eigenen Tabelle gelesen (sh. unten: ZPOSTBEZ).",2015-08-02T23:05:01.914145Z,2022-06-03T00:00:00Z,TEXT/CSV,4,http://www.data.gv.at/katalog/datasets/54006030-f000-44b3-aee3-f0e2da6cc5dd,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZVARAFZ_Texte_und_Ueberschriften_zu_PoGru.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZRECHAB_2014.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZPOSTBEZ_Postengruppenverzeichnis.csv
,,,Rechnungsabschluss 2014 - Nicht fällige Darlehensforderungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Von der Stadt Linz weitergegebene und gewährte Darlehen an Dritte.",2015-08-02T23:05:02.912540Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/f56d9fb2-a056-49d0-bbd2-e5bc60945466,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_375Nicht_faellige_Darlehensforderungen_RA14.csv
,,,Rechnungsabschluss 2014 - Nicht fällige Verwaltungsforderungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Offene Forderungen der Stadt Linz an Dritte mit Wert per 31.12. des jeweiligen Jahres.",2015-08-02T23:05:03.881319Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/398e08ec-5eef-4b52-a8ef-d3300a98047f,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_378Nicht_faellige_Verwaltungsforderungen_RA14.csv
,,,Rechnungsabschluss 2014 - Nicht fällige Verwaltungsschulden (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Offene Verbindlichkeiten der Stadt Linz gegenüber Dritten mit Wert per 31.12. des jeweiligen Jahres ohne Darlehen und Anleihen.",2015-08-02T23:05:04.926822Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/06e7d775-24cb-4717-93a3-27bd3b8e0e63,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_379Nicht_faellige_Verwaltungsschulden_RA14.csv
,,,Rechnungsabschluss 2014 - Offene Bestellungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der durch Bestellungen, Aufträge, etc. gebundenen Beträge zum jeweiligen Jahresende.",2015-08-02T23:05:05.903415Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/c10933b6-1805-4850-bf67-357ab18a25c6,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_392Offene_Bestellungen_RA14.csv
,,,Rechnungsabschluss 2014 - Rechnungsabschluss und Dienstpostenstellenplan Kinder- und Jugendservices (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der Einnahmen und Ausgaben der KJS und der dort beschäftigten Personen.",2015-08-02T23:05:06.831458Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/41d43698-d971-47a2-b222-560242e2d990,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_395_396Rechnungsabschluss_u_Dienstposten_u_Stellenplan_Kinder_u_JugendServices_Linz_RA14.csv
,,,Rechnungsabschluss 2014 - Rechnungsabschluss und Dienstpostenstellenplan Museen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der Einnahmen und Ausgaben der Museen und der dort beschäftigten Personen",2015-08-02T23:05:07.752814Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/83dd336e-42fb-4878-aac0-f660dbb7dc38,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_397_398Rechnungsabschluss_uDienstposten_u_Stellenplan_Museen_der_Stadt_Linz_RA14.csv
,,,Rechnungsabschluss 2014 - Rücklagen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Für bestimmte Zwecke bzw. für den Haushaltsausgleich angesammelte Geldbestände.",2015-08-02T23:05:08.695540Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/460e791d-a569-4c98-b671-59f2a403ac52,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_386Ruecklagen_RA14.csv
,,,Rechnungsabschluss 2014 - Schuldenstand und Schuldendienst (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Aufgenommene Darlehen und Anleihen für Investitionen.",2015-08-02T23:05:09.679288Z,2022-06-03T00:00:00Z,TEXT/CSV;TEXT/PLAIN,2,http://www.data.gv.at/katalog/datasets/3cfbf6ff-4837-423a-ab79-86ba23173455,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_339_371Schuldenstand_u_Schuldendienst_Teil_1_RA14.txt;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_372Schuldenstand_u_Schuldendienst_Teil_2_RA14.csv
,,,Rechnungsabschluss 2014 - Stiftungen in Verwaltung der Stadt (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Überblick über die finanzielle Gebarung der von der Stadt Linz verwalteten Stiftungen für soziale und kulturelle Zwecke.",2015-08-02T23:05:10.731831Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/6e0b25df-b511-4360-bc27-aa6a4096f290,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_373_374Stiftungen_in_Verwaltung_der_Stadt_RA14.csv
,,,Rechnungsabschluss 2014 - Vergütungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Geldflüsse zwischen den einzelnen Dienststellen für erbrachte Leistungen. Filter: Nachweis = C, H, J, M, T, V Es gibt eine weitere Zusatztabelle für die Bezeichnung zum Teilabschnitt/Ansatz (Feld ANS) (sh. unten: ZTABEZ).",2015-08-02T23:05:12.870474Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/718aa6a6-71df-44f3-9c00-41694d8ad687,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_ZRECHAB_2014.csv
,,,Rechnungsabschluss 2014 - Vermögensrechnung (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gegenüberstellung der Aktiva (Anlagevermögen wie Grundstücke, Gebäude etc. und Umlaufvermögen wie Kontoguthaben, Forderungen etc.) und der Passiva (Schulden, Verbindlichkeiten etc.).",2015-08-02T23:05:13.816805Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/e8244a4b-9834-4bf7-bfed-084160041c64,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_380-381Vermoegensrechnung_Passiva_RA14.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_380-381Vermoegensrechnung_Aktiva_RA14.csv
,,,Rechnungsabschluss 2014 - Überleitungstabelle gemäss Stabilitätspakt (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gemeinden müssen lt. Öst. Stabilitätspakt 2012 bei der Darstellung des Haushaltsergebnisses den Zusammenhang zwischen Haushaltsergebnis und dem nach ESVG jeweils zu verantwortendem Bereich (=Unternehmen, die dem Sektor Staat zuzuordnen sind) mittels einer Überleitungstabelle dokumentieren.",2015-08-02T23:05:11.921149Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/e1d5a6ec-af51-44ba-bfa2-016233162bbc,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2014/RA/RA14_394Ueberleitungstabelle_gemaess_Stabilitaetspakt_RA14.csv
,,,Rechnungsabschluss 2015 (Linz),"Der Rechnungssabschluss einer Gebietskörperschaft gibt über ihre Wirtschaftsführung und das Jahresergebnis Aufschluss. Der Rechnungssabschluss wird nach den geltenden Bestimmungen der Verordnung des Bundesministeriums für Finanzen erstellt, mit der Form und Gliederung der Voranschläge und Rechnungsabschlüsse der Länder, der Gemeinden und Gemeindeverbände geregelt werden (Voranschlags- und Rechnungsabschlussverordnung - ""VRV""). Die Gemeinden sind auf Grund der Bestimmungen in den Gemeindeordnungen verpflichtet, nach Abschluss des Finanzjahres einen Rechnungsabschluss zu erstellen. Ordentliche Einnahmen sind jene Einnahmen, die sich aus der Tätigkeit der einzelnen Verwaltungszweige ergeben und nicht zu den ausserordentlichen Einnahmen zählen. Es handelt sich in der Regel um Verwaltungseinnahmen einschliesslich Gebühren, um allgemeine Deckungsmittel, zum Beispiel Steuereinnahmen und um Entnahmen aus Rücklagen, die nicht für einen ausserordentlichen Bedarf angesammelt worden sind. Ordentliche Ausgaben sind die durch ordentlichen Einnahmen gedeckten und daher im ordentlichen Voranschlag veranschlagte Ausgaben. Zu diesen gehören insbesondere Leistungen für Personal, die Ausgaben für Amts- und Kanzleierfordernisse, also die Verwaltungs- und Betriebsausgaben, und der Schuldendienst. Ausserordentliche Einnahmen sind insbesondere Einnahmen aus Schuldaufnahmen und Einnahmen aus der Veräusserung von Vermögen. Weitere ausserordentliche Einnahmen sind auch Entnahmen aus Rücklagen, die für einen ausserordentlichen Bedarf angesammelt worden sind. Ausserordentliche Ausgaben sind Ausgaben, die ihrer Art nach im Haushalt lediglich vereinzelt vorkommen oder der Höhe nach den normalen Rahmen erheblich überschreiten und durch ausserordentliche Einnahmen bedeckt werden. Voranschlagsunwirksame Gebarung: Soweit Einnahmen und Ausgaben nicht den Haushalt sondern nur die Kassenwirtschaft betreffen, sind diese im Rahmen der voranschlagsunwirksamen Gebarung darzustellen. Nachweise der besonderen Art: In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind.",2019-07-15T08:47:33.066924Z,2022-06-03T00:00:00Z,APPLICATION/PDF,10,http://www.data.gv.at/katalog/datasets/bed582fb-ab70-4af1-8daf-2c10a31888f4,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_mehr-minder-nachweis_aoh.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_haushaltsrechnung_heft_ra15neu.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ausserordentlicher_haushalt_ra15.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_kassenrechnung_heft_ra15.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ordentlicher_haushalt_ra15.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_mehr-minder-nachweis_oh.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_durchlaufende_gebarung_ra15.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_vorbericht_ra2015.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_anmerkungen_ra15.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_inhaltsverzeichnis_nachweise_heft_ra15.pdf
,,,Rechnungsabschluss 2015 (Linz),"Der Rechnungssabschluss einer Gebietskörperschaft gibt über ihre Wirtschaftsführung und das Jahresergebnis Aufschluss. Der Rechnungssabschluss wird nach den geltenden Bestimmungen der Verordnung des Bundesministeriums für Finanzen erstellt, mit der Form und Gliederung der Voranschläge und Rechnungsabschlüsse der Länder, der Gemeinden und Gemeindeverbände geregelt werden (Voranschlags- und Rechnungsabschlussverordnung - ""VRV""). Die Gemeinden sind auf Grund der Bestimmungen in den Gemeindeordnungen verpflichtet, nach Abschluss des Finanzjahres einen Rechnungsabschluss zu erstellen. Ordentliche Einnahmen sind jene Einnahmen, die sich aus der Tätigkeit der einzelnen Verwaltungszweige ergeben und nicht zu den ausserordentlichen Einnahmen zählen. Es handelt sich in der Regel um Verwaltungseinnahmen einschliesslich Gebühren, um allgemeine Deckungsmittel, zum Beispiel Steuereinnahmen und um Entnahmen aus Rücklagen, die nicht für einen ausserordentlichen Bedarf angesammelt worden sind. Ordentliche Ausgaben sind die durch ordentlichen Einnahmen gedeckten und daher im ordentlichen Voranschlag veranschlagte Ausgaben. Zu diesen gehören insbesondere Leistungen für Personal, die Ausgaben für Amts- und Kanzleierfordernisse, also die Verwaltungs- und Betriebsausgaben, und der Schuldendienst. Ausserordentliche Einnahmen sind insbesondere Einnahmen aus Schuldaufnahmen und Einnahmen aus der Veräusserung von Vermögen. Weitere ausserordentliche Einnahmen sind auch Entnahmen aus Rücklagen, die für einen ausserordentlichen Bedarf angesammelt worden sind. Ausserordentliche Ausgaben sind Ausgaben, die ihrer Art nach im Haushalt lediglich vereinzelt vorkommen oder der Höhe nach den normalen Rahmen erheblich überschreiten und durch ausserordentliche Einnahmen bedeckt werden. Voranschlagsunwirksame Gebarung: Soweit Einnahmen und Ausgaben nicht den Haushalt sondern nur die Kassenwirtschaft betreffen, sind diese im Rahmen der voranschlagsunwirksamen Gebarung darzustellen. Nachweise der besonderen Art: In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind.",2016-07-05T10:26:25.059491Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/37638a76-773c-40a1-826d-004fcf37342d,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_nachweis_kreditveraenderungen_ra15.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZRECHAB_2015.csv
,,,Rechnungsabschluss 2015 - Anteilige Gebäudebenützungskosten (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Aufteilung der am Teilabschnitt 0290 (AmtsGebäude) anfallenden Kosten (Ausgaben abzüglich Einnahmen) für die Bewirtschaftung der AmtsGebäude auf die einzelnen Dienststellen.",2016-07-07T06:25:04.320619Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/5f9df4ef-1100-471d-ad49-477d083c5dba,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_388-389gebaeudebenuetzungskosten_ra15.csv
,,,"Rechnungsabschluss 2015 - Beteiligungen, Wertpapiere u. Investmentfonds (Linz)","In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Beteiligungen (städtischer Anteil am bilanziellen Eigenkapital) an den Unternehmen der Stadt Linz und sonstigen Unternehmen; Börsenkurse per 31.12. des jeweiligen Jahres für Wertpapiere und Investmentfonds.",2016-07-07T07:05:04.046848Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/38d0f201-aa4b-49cb-ba73-1f9ddab11aaa,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_378-379beteiligungen_wertpapiere_investmentfonds_ra15.csv
,,,Rechnungsabschluss 2015 - Betriebsrechnung Märkte (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Darstellung des betriebswirtschaftlichen Ergebnisses und des Vermögens der Märkte.",2016-07-08T07:40:04.111838Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/caf2f8c2-57dc-4570-9f84-24e327b3b68a,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_392betriebsrechnung_maerkte_ra15.csv
,,,Rechnungsabschluss 2015 - Derivativgeschäfte der Stadt (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zinstauschgeschäfte zur Veränderung der Zinsbindung von variablen auf fixe Zinssätze bzw. umgekehrt.",2016-07-08T07:50:03.811611Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/d9a74a8f-e369-4d88-80b3-718de5d96ac2,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_384derivativgeschaefte_ra15.csv
,,,Rechnungsabschluss 2015 - Dienstposten- und Stellenplan (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Alle bei der Stadt Linz beschäftigten Personen; Teilzeitkräfte umgerechnet auf Vollzeitäquivalente.",2016-07-07T07:25:03.753460Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/14f2d0b6-702f-4a1a-967e-cf8634d88cc7,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_296dienstp_stellenplan_ra15.csv
,,,"Rechnungsabschluss 2015 - Finanzzuweisungen, Zuschüsse oder Beiträge von und an Gebietskörperschaften (Linz)","In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Geldflüsse ohne Leistungsbezug zwischen Bund, Land, EU, anderen Gemeinden und der Stadt Linz. Filter: Nachweis = B, C, E, F, G, H, L, M Hier gibt es eine zusätzliche Tabelle (sh. unten: ZVARAFZ), in der neben der Sortierung auch die Überschriften der Postengruppen (Stelle 1-3 der Post) definiert sind. Es gibt eine weitere Zusatztabelle für die Bezeichnung zum Teilabschnitt/Ansatz (Feld ANS) (sh. unten: ZTABEZ).",2016-07-08T08:05:04.144445Z,2022-06-03T00:00:00Z,TEXT/CSV,3,http://www.data.gv.at/katalog/datasets/4b0b4964-8faa-436d-93e2-0dae3416a660,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZRECHAB_2015.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZVARAFZ_Texte_und_Ueberschriften_zu_PoGru.csv
,,,Rechnungsabschluss 2015 - Gebührenpflichtiges Parken (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Darstellung über die Verwendung der Einnahmen aus dem Gebührenpflichtigen Parken.",2016-07-07T07:45:04.048280Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/74910901-388d-45a6-b10f-94b18b5c4a68,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_390-391gebuehrenpflichtiges_parken_ra15.csv
,,,Rechnungsabschluss 2015 - Haftungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Von der Stadt Linz übernommene Haftungen für Unternehmen der Stadt Linz und sonstige.",2016-07-07T08:00:04.373979Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/9d5c3690-2c7a-4103-91ab-eb81840e79c3,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_374-376haftungen_ra15.csv
,,,Rechnungsabschluss 2015 - Haushaltsrestübertragungen von 2015 auf 2016 (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Übrig gebliebene Budgetbeträge für mehrjährige Projekte, die vom laufenden Jahr auf das nächste Jahr übertragen werden.",2016-07-07T08:10:03.632299Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/58ceb810-e654-4b5b-80a2-360f48269fdf,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_398-403haushaltsrestuebertragungen_2015_2016.csv
